"id","ReceiptNo","DOP","ClassRegisterID","Admission","Tuition","Transport","Uniform","Lunch","Exams","BookLvy","Activity","OtheLvy"
"569","7182","2021-02-10","187","0.00","900.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"570","7183","2021-02-10","325","0.00","100.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00"
"571","7184","2021-02-10","67","0.00","1500.00","800.00","0.00","600.00","200.00","200.00","0.00","0.00"
"572","7185","2021-02-10","280","0.00","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00"
"573","7186","2021-02-10","191","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"574","7187","2021-02-10","99","0.00","700.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"575","7188","2021-02-05","103","0.00","0.00","900.00","0.00","1200.00","200.00","200.00","100.00","0.00"
"576","7189","2021-02-10","80","0.00","1400.00","800.00","0.00","600.00","200.00","200.00","0.00","0.00"
"577","7190","2021-02-10","96","0.00","1200.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"578","7191","2021-02-10","151","0.00","1300.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"579","6781","2021-01-11","89","0.00","1500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"580","6783","2021-01-11","66","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"581","6784","2021-01-11","284","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"582","6785","2021-01-11","95","0.00","1000.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"583","6786","2021-01-11","186","0.00","2000.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"585","6788","2021-01-11","86","0.00","2000.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"586","6790","2021-01-11","300","0.00","0.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"587","6791","2021-01-11","247","0.00","0.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"588","6792","2021-01-11","257","0.00","0.00","0.00","1100.00","0.00","0.00","0.00","0.00","0.00"
"589","6793","2021-01-11","222","0.00","700.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"590","6795","2021-01-11","234","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"591","6796","2021-01-21","354","500.00","0.00","0.00","1400.00","0.00","0.00","0.00","0.00","0.00"
"592","6797","2021-01-11","210","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"593","6798","2021-01-11","180","0.00","1200.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"594","6799","2021-01-11","304","0.00","0.00","0.00","1400.00","0.00","0.00","0.00","0.00","0.00"
"595","6800","2021-01-11","216","0.00","3350.00","2400.00","0.00","1800.00","200.00","200.00","100.00","1950.00"
"596","6743","2021-01-06","33","0.00","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"597","6721","2021-01-05","379","0.00","2100.00","2100.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"598","6661","2021-01-30","172","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","550.00"
"599","6663","2020-12-30","201","500.00","8100.00","2000.00","4400.00","1800.00","600.00","600.00","300.00","300.00"
"600","6665","2021-01-02","162","0.00","0.00","0.00","0.00","0.00","300.00","200.00","100.00","0.00"
"601","6666","2021-01-03","241","0.00","3300.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"604","6660","2020-12-30","80","0.00","500.00","800.00","0.00","600.00","0.00","0.00","100.00","0.00"
"605","6659","2020-12-30","67","0.00","3100.00","800.00","0.00","600.00","0.00","0.00","100.00","0.00"
"606","6657","2020-12-28","152","0.00","1400.00","700.00","700.00","0.00","200.00","200.00","0.00","0.00"
"607","6658","2020-12-30","74","0.00","900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"608","6807","2021-02-11","359","500.00","2100.00","900.00","4000.00","600.00","200.00","200.00","350.00","0.00"
"609","6862","2021-01-14","367","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"610","6877","2021-01-18","374","0.00","500.00","250.00","0.00","700.00","0.00","200.00","200.00","150.00"
"611","6893","2021-01-18","389","500.00","0.00","700.00","0.00","300.00","0.00","0.00","0.00","0.00"
"612","6894","2021-01-18","388","500.00","0.00","700.00","0.00","300.00","0.00","0.00","0.00","0.00"
"613","6918","2021-01-19","388","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"614","6919","2021-01-19","389","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"615","7065","2021-02-03","237","0.00","600.00","1300.00","0.00","600.00","200.00","200.00","100.00","0.00"
"616","7081","2021-02-01","390","0.00","0.00","400.00","0.00","600.00","200.00","200.00","100.00","0.00"
"617","7192","2021-02-10","380","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"618","7193","2021-02-11","123","0.00","2700.00","1800.00","0.00","1800.00","200.00","200.00","200.00","0.00"
"619","7194","2021-02-11","124","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"620","7195","2021-02-11","130","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"621","7196","2021-02-11","332","0.00","0.00","100.00","0.00","600.00","200.00","200.00","100.00","300.00"
"622","7197","2021-02-11","327","0.00","0.00","1050.00","0.00","350.00","0.00","0.00","100.00","0.00"
"623","7198","2021-02-10","254","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"624","7199","2021-02-10","60","0.00","1400.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"625","7200","2021-02-12","184","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"626","7201","2021-02-12","88","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"627","7202","2021-02-09","393","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"628","7203","2021-02-12","94","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"629","7204","2021-02-12","364","0.00","2200.00","1600.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"630","7205","2021-02-15","194","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"631","7206","2021-02-15","348","0.00","0.00","0.00","200.00","0.00","0.00","0.00","0.00","0.00"
"632","7207","2021-02-15","300","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"633","7208","2021-02-15","247","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"634","7209","2021-02-11","140","0.00","400.00","1800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"635","7210","2021-02-11","218","0.00","100.00","1800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"636","7211","2021-02-11","134","0.00","400.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"637","7212","2021-02-11","83","0.00","400.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"638","7213","2021-02-11","367","0.00","0.00","0.00","0.00","350.00","150.00","0.00","0.00","0.00"
"639","7214","2021-02-15","117","0.00","500.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"640","7215","2021-02-15","59","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"641","7216","2021-02-15","93","0.00","1300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"642","7217","2021-02-15","296","0.00","0.00","900.00","0.00","200.00","0.00","0.00","0.00","0.00"
"643","7218","2021-02-15","326","0.00","0.00","0.00","200.00","0.00","0.00","0.00","0.00","0.00"
"644","7219","2021-02-15","324","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"645","7220","2021-02-15","286","0.00","1300.00","600.00","0.00","600.00","0.00","0.00","0.00","0.00"
"646","7221","2021-02-15","225","0.00","1200.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"647","7222","2021-02-16","381","0.00","100.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"648","7223","2021-02-16","215","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"649","7224","2021-02-16","252","0.00","100.00","1900.00","0.00","0.00","0.00","0.00","0.00","0.00"
"650","7225","2021-02-16","394","500.00","0.00","0.00","1400.00","0.00","0.00","0.00","0.00","100.00"
"651","7226","2021-02-16","199","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"652","7227","2021-02-16","299","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"653","7228","2021-02-16","132","0.00","600.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"654","7229","2021-02-16","125","0.00","0.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"655","7230","2021-02-16","258","0.00","0.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"656","7231","2021-02-16","58","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"657","7232","2021-02-16","261","0.00","200.00","0.00","0.00","300.00","200.00","200.00","100.00","0.00"
"658","7233","2021-02-16","362","0.00","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00"
"659","7234","2021-02-16","395","500.00","2100.00","900.00","1400.00","600.00","200.00","200.00","100.00","0.00"
"660","7235","2021-02-16","102","0.00","950.00","0.00","0.00","0.00","0.00","0.00","0.00","50.00"
"661","7236","2021-02-16","116","0.00","950.00","0.00","0.00","0.00","0.00","0.00","0.00","50.00"
"662","7237","2021-02-17","194","0.00","1000.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"663","7238","2021-02-17","100","0.00","600.00","0.00","0.00","0.00","200.00","150.00","0.00","50.00"
"664","7239","2021-02-17","66","0.00","100.00","900.00","0.00","0.00","0.00","0.00","0.00","0.00"
"665","7240","2021-02-17","222","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"666","7241","2021-02-06","243","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"667","7242","2021-02-07","243","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"668","7243","2021-02-10","243","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"669","7244","2021-02-11","243","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"670","7245","2021-02-17","231","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"671","7246","2021-02-17","90","0.00","850.00","0.00","0.00","0.00","0.00","50.00","100.00","0.00"
"672","7247","2021-02-17","349","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"673","7248","2021-02-17","290","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"677","7249","2021-02-18","284","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"678","7250","2021-02-18","266","0.00","400.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"679","7251","2021-02-18","353","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"680","7252","2021-02-18","276","0.00","900.00","1400.00","0.00","1200.00","200.00","200.00","100.00","0.00"
"681","7253","2021-02-18","188","0.00","2300.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"682","7254","2021-02-19","300","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"683","7255","2021-02-19","247","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"686","7256","2021-02-22","373","0.00","250.00","550.00","0.00","0.00","0.00","200.00","0.00","0.00"
"687","7257","2021-02-22","238","0.00","200.00","1100.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"688","7258","2021-02-22","130","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"690","7260","2021-02-22","300","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"691","7261","2021-02-22","247","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"692","7262","2021-02-22","186","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"693","7263","2021-02-22","86","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"694","7264","2021-02-22","210","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"695","7265","2021-02-22","395","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00"
"696","7266","2021-02-22","398","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"697","7267","2021-02-22","228","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"698","7268","2021-02-22","352","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"699","7269","2021-02-22","313","0.00","750.00","600.00","0.00","200.00","200.00","100.00","0.00","100.00"
"700","7270","2021-02-22","350","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"701","7271","2021-02-21","261","0.00","0.00","900.00","0.00","0.00","100.00","0.00","0.00","0.00"
"702","7272","2021-02-20","117","0.00","1200.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00"
"703","7273","2021-02-20","250","0.00","1600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"704","7274","2021-02-22","196","0.00","800.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"705","7275","2021-02-22","99","0.00","800.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"706","7276","2021-02-22","318","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"707","7277","2021-02-22","234","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"708","7278","2021-02-22","239","0.00","1100.00","1800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"709","7279","2021-02-22","386","0.00","1000.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"710","7280","2021-02-18","254","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"711","7281","2021-02-19","393","0.00","1200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"712","7282","2021-02-19","94","0.00","1300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"716","7283","2021-02-23","70","0.00","1000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"717","7284","2021-02-23","90","0.00","0.00","0.00","350.00","0.00","0.00","0.00","0.00","0.00"
"718","7285","2021-02-23","210","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"719","7286","2021-02-23","154","0.00","2700.00","2300.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"720","7287","2021-02-23","112","0.00","3600.00","250.00","0.00","600.00","200.00","200.00","50.00","0.00"
"721","7288","2021-02-23","127","0.00","3600.00","300.00","0.00","600.00","200.00","200.00","100.00","0.00"
"722","7289","2021-02-23","152","0.00","500.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"723","7290","2021-02-23","71","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"724","7291","2021-02-24","236","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"725","7292","2021-02-24","284","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"726","7293","2021-02-24","90","0.00","0.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00"
"727","7294","2021-02-24","382","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"728","7295","2021-02-24","348","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"729","7296","2021-02-23","346","0.00","600.00","800.00","0.00","600.00","0.00","0.00","0.00","0.00"
"730","7297","2021-02-23","367","0.00","0.00","150.00","0.00","350.00","0.00","0.00","0.00","0.00"
"731","7298","2021-02-24","398","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"734","7299","2021-02-25","215","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"735","7300","2021-02-25","146","0.00","300.00","0.00","400.00","0.00","50.00","0.00","100.00","50.00"
"736","7301","2021-02-25","197","0.00","400.00","0.00","150.00","0.00","0.00","0.00","100.00","0.00"
"737","7302","2021-02-25","138","0.00","0.00","2700.00","700.00","1200.00","0.00","0.00","0.00","0.00"
"738","7303","2021-02-25","296","0.00","700.00","900.00","0.00","400.00","0.00","0.00","0.00","0.00"
"739","7304","2021-02-25","340","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"740","7305","2021-02-25","281","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"741","7306","2021-02-25","139","0.00","950.00","0.00","0.00","0.00","0.00","0.00","50.00","0.00"
"742","7307","2021-02-25","232","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"743","7308","2021-02-25","387","0.00","0.00","0.00","0.00","450.00","0.00","0.00","0.00","0.00"
"744","7309","2021-02-26","40","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"745","7310","2021-02-26","403","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"746","7311","2021-02-26","186","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"747","7312","2021-02-26","362","0.00","0.00","0.00","1000.00","0.00","0.00","0.00","0.00","0.00"
"748","7313","2021-03-01","407","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"749","7314","2021-03-01","282","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"750","7315","2021-03-01","381","0.00","550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"751","7316","2021-03-01","300","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"752","7317","2021-03-01","247","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"753","7318","2021-03-01","236","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"754","7319","2021-03-01","179","0.00","300.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"755","7320","2021-03-01","243","0.00","400.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"756","7321","2021-03-01","375","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"757","7322","2021-03-01","169","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"758","7323","2021-03-01","325","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"759","7324","2021-03-01","120","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"760","7325","2021-03-01","88","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"761","7326","2021-03-01","234","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"762","7327","2021-03-01","215","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"763","7328","2021-03-01","269","0.00","200.00","0.00","0.00","300.00","200.00","200.00","100.00","0.00"
"764","7329","2021-03-01","227","0.00","500.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"767","7330","2021-03-01","66","0.00","400.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"768","7331","2021-03-01","408","500.00","800.00","700.00","3300.00","600.00","200.00","200.00","100.00","50.00"
"769","7332","2021-03-02","376","0.00","0.00","0.00","0.00","550.00","0.00","0.00","0.00","0.00"
"770","7333","2021-03-02","377","0.00","550.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"771","7334","2021-03-02","209","0.00","1150.00","0.00","0.00","350.00","200.00","200.00","100.00","0.00"
"772","7335","2021-03-02","129","0.00","616.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"773","7336","2021-03-02","131","0.00","617.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"774","7338","2021-03-02","210","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"775","7339","2021-03-02","214","0.00","517.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"776","7340","2021-03-02","384","0.00","0.00","0.00","1500.00","0.00","0.00","0.00","0.00","0.00"
"777","7341","2021-03-02","385","0.00","0.00","0.00","1500.00","0.00","0.00","0.00","0.00","0.00"
"778","7342","2021-03-02","176","0.00","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"779","7343","2021-03-02","203","0.00","1150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"780","7344","2021-03-02","121","0.00","1000.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"781","7345","2021-03-02","206","0.00","400.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"782","7346","2021-03-02","207","0.00","517.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"783","7347","2021-03-02","226","0.00","516.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"784","7348","2021-03-02","311","0.00","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"785","7349","2021-03-02","289","0.00","517.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"786","7350","2021-03-02","335","0.00","268.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"787","7351","2021-03-02","334","0.00","566.00","0.00","67.00","0.00","0.00","0.00","100.00","0.00"
"788","7352","2021-03-02","182","0.00","837.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"789","7353","2021-03-02","320","0.00","838.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"790","7354","2021-03-02","114","0.00","784.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"791","7355","2021-03-02","366","0.00","183.00","0.00","250.00","0.00","200.00","200.00","100.00","33.00"
"792","7356","2021-03-02","157","0.00","0.00","150.00","0.00","600.00","200.00","0.00","50.00","0.00"
"793","7357","2021-02-26","254","0.00","0.00","1200.00","0.00","0.00","0.00","0.00","0.00","0.00"
"794","7358","2021-02-26","261","0.00","800.00","0.00","0.00","200.00","0.00","0.00","0.00","0.00"
"795","7359","2021-03-01","143","0.00","400.00","700.00","0.00","0.00","200.00","200.00","0.00","0.00"
"796","7361","2021-03-01","201","0.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"797","7362","2021-02-27","217","0.00","0.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"798","7363","2021-02-27","81","0.00","0.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"799","7364","2021-02-27","74","0.00","2000.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"800","7365","2021-02-27","172","0.00","2300.00","600.00","0.00","600.00","0.00","0.00","0.00","0.00"
"801","7366","2021-03-01","94","0.00","2800.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"802","7367","2021-03-01","393","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"803","7368","2021-03-02","219","0.00","450.00","1000.00","0.00","0.00","0.00","0.00","50.00","0.00"
"804","7369","2021-03-03","159","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"805","7370","2021-03-03","107","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"806","7371","2021-03-03","291","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"807","7372","2021-03-03","321","0.00","300.00","0.00","0.00","1100.00","0.00","0.00","100.00","0.00"
"808","7373","2021-03-02","227","0.00","1300.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"809","7374","2021-03-03","299","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"810","7375","2021-03-03","340","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"811","7376","2021-03-03","199","0.00","100.00","0.00","0.00","0.00","200.00","200.00","0.00","0.00"
"812","7377","2021-03-03","233","0.00","100.00","750.00","0.00","600.00","200.00","200.00","100.00","50.00"
"813","7378","2021-03-03","272","0.00","1500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"814","7379","2021-03-03","354","0.00","1000.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"815","7380","2021-03-03","209","0.00","0.00","250.00","0.00","250.00","0.00","0.00","0.00","0.00"
"816","7381","2021-03-03","386","0.00","0.00","0.00","1400.00","0.00","0.00","0.00","0.00","0.00"
"817","7382","2021-03-03","73","0.00","2500.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"818","7383","2021-03-04","284","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"819","7384","2021-03-02","261","0.00","100.00","900.00","0.00","0.00","0.00","0.00","0.00","0.00"
"820","7385","2021-03-04","101","0.00","0.00","0.00","0.00","500.00","200.00","200.00","100.00","0.00"
"821","7386","2021-03-04","160","0.00","0.00","0.00","0.00","600.00","200.00","200.00","0.00","0.00"
"822","7387","2021-03-04","209","0.00","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"823","7388","2021-03-04","327","0.00","0.00","1150.00","0.00","600.00","0.00","0.00","0.00","0.00"
"824","7389","2021-03-04","332","0.00","0.00","1050.00","0.00","600.00","0.00","0.00","0.00","0.00"
"825","7390","2021-03-04","109","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"826","7391","2021-03-04","271","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"827","7392","2021-03-04","362","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"828","7393","2021-03-04","125","0.00","0.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"829","7394","2021-03-04","258","0.00","0.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"830","7395","2021-03-03","391","0.00","0.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"831","7396","2021-03-04","248","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"832","7397","2021-03-04","268","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"834","7399","2021-03-02","223","0.00","1050.00","1350.00","0.00","600.00","0.00","0.00","0.00","0.00"
"835","7400","2021-03-02","119","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"836","7401","2021-03-05","119","0.00","0.00","0.00","0.00","850.00","0.00","0.00","0.00","0.00"
"837","7402","2021-03-03","167","0.00","300.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"838","7403","2021-03-03","259","0.00","900.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"839","7404","2021-03-04","293","0.00","300.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"840","7405","2021-03-04","151","0.00","0.00","1100.00","0.00","500.00","0.00","0.00","0.00","0.00"
"841","7406","2021-03-04","316","0.00","1600.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00"
"842","7407","2021-03-04","242","0.00","800.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"843","7408","2021-03-04","309","0.00","700.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"844","7409","2021-03-04","355","0.00","0.00","1350.00","0.00","250.00","0.00","0.00","0.00","0.00"
"845","7410","2021-03-04","356","0.00","0.00","1350.00","0.00","250.00","0.00","0.00","0.00","0.00"
"846","7411","2021-03-04","357","0.00","0.00","1350.00","0.00","250.00","0.00","0.00","0.00","0.00"
"847","7412","2021-03-05","88","0.00","200.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"848","7413","2021-03-05","209","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"849","7414","2021-03-05","195","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"850","7415","2021-03-05","238","0.00","1900.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
